geoid,geoname,year,cvap_est
04000US56,Wyoming,2012,427300.0
04000US01,Alabama,2013,3620995.0
04000US02,Alaska,2013,523945.0
04000US04,Arizona,2013,4526595.0
04000US05,Arkansas,2013,2164085.0
04000US06,California,2013,24280350.0
04000US08,Colorado,2013,3750955.0
04000US09,Connecticut,2013,2574180.0
04000US10,Delaware,2013,681605.0
04000US11,District of Columbia,2013,485115.0
04000US12,Florida,2013,13933050.0
04000US13,Georgia,2013,6978660.0
04000US15,Hawaii,2013,1001730.0
04000US16,Idaho,2013,1130550.0
04000US17,Illinois,2013,8980000.0
04000US18,Indiana,2013,4801115.0
04000US19,Iowa,2013,2285125.0
04000US20,Kansas,2013,2053920.0
04000US21,Kentucky,2013,3297110.0
04000US22,Louisiana,2013,3410635.0
04000US23,Maine,2013,1048275.0
04000US24,Maryland,2013,4182240.0
04000US25,Massachusetts,2013,4850600.0
04000US26,Michigan,2013,7380135.0
04000US27,Minnesota,2013,3950805.0
04000US28,Mississippi,2013,2210425.0
04000US29,Missouri,2013,4525035.0
04000US30,Montana,2013,781250.0
04000US31,Nebraska,2013,1333860.0
04000US32,Nevada,2013,1863800.0
04000US33,New Hampshire,2013,1020130.0
04000US34,New Jersey,2013,6053895.0
04000US35,New Mexico,2013,1457630.0
04000US36,New York,2013,13531405.0
04000US37,North Carolina,2013,7108000.0
04000US38,North Dakota,2013,546485.0
04000US39,Ohio,2013,8709050.0
04000US40,Oklahoma,2013,2768560.0
04000US41,Oregon,2013,2867670.0
04000US42,Pennsylvania,2013,9710415.0
04000US72,Puerto Rico,2013,2726225.0
04000US44,Rhode Island,2013,776565.0
04000US45,South Carolina,2013,3566510.0
04000US46,South Dakota,2013,621770.0
04000US47,Tennessee,2013,4828365.0
04000US48,Texas,2013,16864960.0
04000US49,Utah,2013,1868010.0
04000US50,Vermont,2013,493125.0
04000US51,Virginia,2013,5948625.0
04000US53,Washington,2013,4937210.0
04000US54,West Virginia,2013,1455850.0
04000US55,Wisconsin,2013,4294320.0
04000US56,Wyoming,2013,430025.0
04000US01,Alabama,2014,3639495.0
04000US02,Alaska,2014,527810.0
04000US04,Arizona,2014,4613575.0
04000US05,Arkansas,2014,2175340.0
04000US06,California,2014,24582605.0
04000US08,Colorado,2014,3824440.0
04000US09,Connecticut,2014,2582885.0
04000US10,Delaware,2014,689655.0
04000US11,District of Columbia,2014,494090.0
04000US12,Florida,2014,14195895.0
04000US13,Georgia,2014,7063805.0
04000US15,Hawaii,2014,1006725.0
04000US16,Idaho,2014,1148895.0
04000US17,Illinois,2014,9003480.0
04000US18,Indiana,2014,4824555.0
04000US19,Iowa,2014,2295040.0
04000US20,Kansas,2014,2061775.0
04000US21,Kentucky,2014,3313800.0
04000US22,Louisiana,2014,3432035.0
04000US23,Maine,2014,1051865.0
04000US24,Maryland,2014,4212265.0
04000US25,Massachusetts,2014,4887325.0
04000US26,Michigan,2014,7408625.0
04000US27,Minnesota,2014,3980475.0
04000US28,Mississippi,2014,2217765.0
04000US29,Missouri,2014,4547880.0
04000US30,Montana,2014,789500.0
04000US31,Nebraska,2014,1341015.0
04000US32,Nevada,2014,1902280.0
04000US33,New Hampshire,2014,1027630.0
04000US34,New Jersey,2014,6087275.0
04000US35,New Mexico,2014,1464240.0
04000US36,New York,2014,13605855.0
04000US37,North Carolina,2014,7203790.0
04000US38,North Dakota,2014,555690.0
04000US39,Ohio,2014,8734125.0
04000US40,Oklahoma,2014,2787655.0
04000US41,Oregon,2014,2911330.0
04000US42,Pennsylvania,2014,9725845.0
04000US72,Puerto Rico,2014,2712070.0
04000US44,Rhode Island,2014,780250.0
04000US45,South Carolina,2014,3620830.0
04000US46,South Dakota,2014,627070.0
04000US47,Tennessee,2014,4876605.0
04000US48,Texas,2014,17177625.0
04000US49,Utah,2014,1903495.0
04000US50,Vermont,2014,493535.0
04000US51,Virginia,2014,5998905.0
04000US53,Washington,2014,5008035.0
04000US54,West Virginia,2014,1453210.0
04000US55,Wisconsin,2014,4313305.0
04000US56,Wyoming,2014,432375.0
04000US01,Alabama,2015,3651915.0
04000US02,Alaska,2015,530555.0
04000US04,Arizona,2015,4690175.0
04000US05,Arkansas,2015,2183895.0
04000US06,California,2015,24970110.0
04000US08,Colorado,2015,3893360.0
04000US09,Connecticut,2015,2599795.0
04000US10,Delaware,2015,697330.0
04000US11,District of Columbia,2015,503110.0
04000US12,Florida,2015,14461395.0
04000US13,Georgia,2015,7155975.0
04000US15,Hawaii,2015,1016470.0
04000US16,Idaho,2015,1168165.0
04000US17,Illinois,2015,9043520.0
04000US18,Indiana,2015,4850325.0
04000US19,Iowa,2015,2302495.0
04000US20,Kansas,2015,2069335.0
04000US21,Kentucky,2015,3325140.0
04000US22,Louisiana,2015,3447640.0
04000US23,Maine,2015,1055130.0
04000US24,Maryland,2015,4248700.0
04000US25,Massachusetts,2015,4931670.0
04000US26,Michigan,2015,7435280.0
04000US27,Minnesota,2015,4010715.0
04000US28,Mississippi,2015,2220810.0
04000US29,Missouri,2015,4567240.0
04000US30,Montana,2015,794085.0
04000US31,Nebraska,2015,1350095.0
04000US32,Nevada,2015,1943710.0
04000US33,New Hampshire,2015,1034685.0
04000US34,New Jersey,2015,6142330.0
04000US35,New Mexico,2015,1471670.0
04000US36,New York,2015,13741920.0
04000US37,North Carolina,2015,7309765.0
04000US38,North Dakota,2015,560530.0
04000US39,Ohio,2015,8761635.0
04000US40,Oklahoma,2015,2802585.0
04000US41,Oregon,2015,2948765.0
04000US42,Pennsylvania,2015,9740190.0
04000US72,Puerto Rico,2015,2690455.0
04000US44,Rhode Island,2015,784490.0
04000US45,South Carolina,2015,3673580.0
04000US46,South Dakota,2015,629705.0
04000US47,Tennessee,2015,4916860.0
04000US48,Texas,2015,17512735.0
04000US49,Utah,2015,1942340.0
04000US50,Vermont,2015,493440.0
04000US51,Virginia,2015,6051620.0
04000US53,Washington,2015,5081380.0
04000US54,West Virginia,2015,1446500.0
04000US55,Wisconsin,2015,4328520.0
04000US56,Wyoming,2015,432815.0
04000US01,Alabama,2016,3671110.0
04000US02,Alaska,2016,530385.0
04000US04,Arizona,2016,4812765.0
04000US05,Arkansas,2016,2195870.0
04000US06,California,2016,25232635.0
04000US08,Colorado,2016,3979325.0
04000US09,Connecticut,2016,2600980.0
04000US10,Delaware,2016,704110.0
04000US11,District of Columbia,2016,511190.0
04000US12,Florida,2016,14724115.0
04000US13,Georgia,2016,7254695.0
04000US15,Hawaii,2016,1016555.0
04000US16,Idaho,2016,1192740.0
04000US17,Illinois,2016,9055185.0
04000US18,Indiana,2016,4876220.0
04000US19,Iowa,2016,2312665.0
04000US20,Kansas,2016,2077565.0
04000US21,Kentucky,2016,3338200.0
04000US22,Louisiana,2016,3452765.0
04000US23,Maine,2016,1059540.0
04000US24,Maryland,2016,4262390.0
04000US25,Massachusetts,2016,4964685.0
04000US26,Michigan,2016,7472670.0
04000US27,Minnesota,2016,4037295.0
04000US28,Mississippi,2016,2228660.0
04000US29,Missouri,2016,4585995.0
04000US30,Montana,2016,804265.0
04000US31,Nebraska,2016,1358785.0
04000US32,Nevada,2016,1973650.0
04000US33,New Hampshire,2016,1048200.0
04000US34,New Jersey,2016,6117615.0
04000US35,New Mexico,2016,1485490.0
04000US36,New York,2016,13686685.0
04000US37,North Carolina,2016,7413180.0
04000US38,North Dakota,2016,562630.0
04000US39,Ohio,2016,8797915.0
04000US40,Oklahoma,2016,2819170.0
04000US41,Oregon,2016,3002260.0
04000US42,Pennsylvania,2016,9748290.0
04000US72,Puerto Rico,2016,2653585.0
04000US44,Rhode Island,2016,789060.0
04000US45,South Carolina,2016,3731350.0
04000US46,South Dakota,2016,635405.0
04000US47,Tennessee,2016,4964910.0
04000US48,Texas,2016,17859495.0
04000US49,Utah,2016,1982910.0
04000US50,Vermont,2016,494675.0
04000US51,Virginia,2016,6096245.0
04000US53,Washington,2016,5173975.0
04000US54,West Virginia,2016,1442035.0
04000US55,Wisconsin,2016,4347415.0
04000US56,Wyoming,2016,432285.0
04000US01,Alabama,2017,3685075.0
04000US02,Alaska,2017,530995.0
04000US04,Arizona,2017,4920450.0
04000US05,Arkansas,2017,2207335.0
04000US06,California,2017,25494385.0
04000US08,Colorado,2017,4063875.0
04000US09,Connecticut,2017,2605410.0
04000US10,Delaware,2017,710280.0
04000US11,District of Columbia,2017,519265.0
04000US12,Florida,2017,14988415.0
04000US13,Georgia,2017,7356560.0
04000US15,Hawaii,2017,1018390.0
04000US16,Idaho,2017,1220310.0
04000US17,Illinois,2017,9049960.0
04000US18,Indiana,2017,4903145.0
04000US19,Iowa,2017,2321085.0
04000US20,Kansas,2017,2084735.0
04000US21,Kentucky,2017,3349115.0
04000US22,Louisiana,2017,3459490.0
04000US23,Maine,2017,1064670.0
04000US24,Maryland,2017,4280945.0
04000US25,Massachusetts,2017,4992535.0
04000US26,Michigan,2017,7495885.0
04000US27,Minnesota,2017,4069675.0
04000US28,Mississippi,2017,2232330.0
04000US29,Missouri,2017,4603770.0
04000US30,Montana,2017,812540.0
04000US31,Nebraska,2017,1366080.0
04000US32,Nevada,2017,2018930.0
04000US33,New Hampshire,2017,1055455.0
04000US34,New Jersey,2017,6132175.0
04000US35,New Mexico,2017,1496285.0
04000US36,New York,2017,13723455.0
04000US37,North Carolina,2017,7514970.0
04000US38,North Dakota,2017,564480.0
04000US39,Ohio,2017,8820895.0
04000US40,Oklahoma,2017,2837290.0
04000US41,Oregon,2017,3054025.0
04000US42,Pennsylvania,2017,9759725.0
04000US72,Puerto Rico,2017,2626420.0
04000US44,Rhode Island,2017,792920.0
04000US45,South Carolina,2017,3785355.0
04000US46,South Dakota,2017,639670.0
04000US47,Tennessee,2017,5019115.0
04000US48,Texas,2017,18181330.0
04000US49,Utah,2017,2029030.0
04000US50,Vermont,2017,495820.0
04000US51,Virginia,2017,6140255.0
04000US53,Washington,2017,5257900.0
04000US54,West Virginia,2017,1434260.0
04000US55,Wisconsin,2017,4366395.0
04000US56,Wyoming,2017,433355.0
04000US01,Alabama,2018,3729352.0
04000US02,Alaska,2018,545838.0
04000US04,Arizona,2018,4964947.0
04000US05,Arkansas,2018,2226653.0
04000US06,California,2018,25997426.0
04000US08,Colorado,2018,4113251.0
04000US09,Connecticut,2018,2636663.0
04000US10,Delaware,2018,722406.0
04000US11,District of Columbia,2018,530202.0
04000US12,Florida,2018,15184491.0
04000US13,Georgia,2018,7436768.0
04000US15,Hawaii,2018,1044233.0
04000US16,Idaho,2018,1225043.0
04000US17,Illinois,2018,9138533.0
04000US18,Indiana,2018,4938508.0
04000US19,Iowa,2018,2337615.0
04000US20,Kansas,2018,2101505.0
04000US21,Kentucky,2018,3379421.0
04000US22,Louisiana,2018,3516209.0
04000US23,Maine,2018,1068446.0
04000US24,Maryland,2018,4347841.0
04000US25,Massachusetts,2018,5048098.0
04000US26,Michigan,2018,7498457.0
04000US27,Minnesota,2018,4103967.0
04000US28,Mississippi,2018,2254469.0
04000US29,Missouri,2018,4639600.0
04000US30,Montana,2018,820446.0
04000US31,Nebraska,2018,1378684.0
04000US32,Nevada,2018,2051820.0
04000US33,New Hampshire,2018,1058226.0
04000US34,New Jersey,2018,6209845.0
04000US35,New Mexico,2018,1517325.0
04000US36,New York,2018,13882114.0
04000US37,North Carolina,2018,7620579.0
04000US38,North Dakota,2018,580817.0
04000US39,Ohio,2018,8848891.0
04000US40,Oklahoma,2018,2872126.0
04000US41,Oregon,2018,3072097.0
04000US42,Pennsylvania,2018,9844213.0
04000US72,Puerto Rico,2018,2624703.0
04000US44,Rhode Island,2018,794750.0
04000US45,South Carolina,2018,3835556.0
04000US46,South Dakota,2018,646276.0
04000US47,Tennessee,2018,5066175.0
04000US48,Texas,2018,18494709.0
04000US49,Utah,2018,2045675.0
04000US50,Vermont,2018,499059.0
04000US51,Virginia,2018,6242853.0
04000US53,Washington,2018,5306993.0
04000US54,West Virginia,2018,1451184.0
04000US55,Wisconsin,2018,4396760.0
04000US56,Wyoming,2018,444642.0
04000US01,Alabama,2019,3753738.0
04000US02,Alaska,2019,551440.0
04000US04,Arizona,2019,5049211.0
04000US05,Arkansas,2019,2239987.0
04000US06,California,2019,26361668.0
04000US08,Colorado,2019,4183896.0
04000US09,Connecticut,2019,2650807.0
04000US10,Delaware,2019,730899.0
04000US11,District of Columbia,2019,539494.0
04000US12,Florida,2019,15428060.0
04000US13,Georgia,2019,7529074.0
04000US15,Hawaii,2019,1054829.0
04000US16,Idaho,2019,1242369.0
04000US17,Illinois,2019,9176680.0
04000US18,Indiana,2019,4967296.0
04000US19,Iowa,2019,2348903.0
04000US20,Kansas,2019,2112081.0
04000US21,Kentucky,2019,3397471.0
04000US22,Louisiana,2019,3541302.0
04000US23,Maine,2019,1072485.0
04000US24,Maryland,2019,4385114.0
04000US25,Massachusetts,2019,5090318.0
04000US26,Michigan,2019,7520639.0
04000US27,Minnesota,2019,4135417.0
04000US28,Mississippi,2019,2264972.0
04000US29,Missouri,2019,4664010.0
04000US30,Montana,2019,828322.0
04000US31,Nebraska,2019,1388110.0
04000US32,Nevada,2019,2088386.0
04000US33,New Hampshire,2019,1065240.0
04000US34,New Jersey,2019,6245752.0
04000US35,New Mexico,2019,1530593.0
04000US36,New York,2019,13961870.0
04000US37,North Carolina,2019,7722435.0
04000US38,North Dakota,2019,588674.0
04000US39,Ohio,2019,8877447.0
04000US40,Oklahoma,2019,2894539.0
04000US41,Oregon,2019,3110519.0
04000US42,Pennsylvania,2019,9878628.0
04000US72,Puerto Rico,2019,2606649.0
04000US44,Rhode Island,2019,798160.0
04000US45,South Carolina,2019,3888457.0
04000US46,South Dakota,2019,651567.0
04000US47,Tennessee,2019,5113955.0
04000US48,Texas,2019,18819980.0
04000US49,Utah,2019,2079692.0
04000US50,Vermont,2019,500625.0
04000US51,Virginia,2019,6307746.0
04000US53,Washington,2019,5378490.0
04000US54,West Virginia,2019,1452182.0
04000US55,Wisconsin,2019,4419164.0
04000US56,Wyoming,2019,448512.0
04000US01,Alabama,2020,3778123.0
04000US02,Alaska,2020,557042.0
04000US04,Arizona,2020,5133475.0
04000US05,Arkansas,2020,2253321.0
04000US06,California,2020,26725909.0
04000US08,Colorado,2020,4254542.0
04000US09,Connecticut,2020,2664951.0
04000US10,Delaware,2020,739392.0
04000US11,District of Columbia,2020,548786.0
04000US12,Florida,2020,15671628.0
04000US13,Georgia,2020,7621380.0
04000US15,Hawaii,2020,1065425.0
04000US16,Idaho,2020,1259695.0
04000US17,Illinois,2020,9214827.0
04000US18,Indiana,2020,4996085.0
04000US19,Iowa,2020,2360192.0
04000US20,Kansas,2020,2122657.0
04000US21,Kentucky,2020,3415522.0
04000US22,Louisiana,2020,3566395.0
04000US23,Maine,2020,1076524.0
04000US24,Maryland,2020,4422387.0
04000US25,Massachusetts,2020,5132537.0
04000US26,Michigan,2020,7542821.0
04000US27,Minnesota,2020,4166867.0
04000US28,Mississippi,2020,2275475.0
04000US29,Missouri,2020,4688420.0
04000US30,Montana,2020,836198.0
04000US31,Nebraska,2020,1397537.0
04000US32,Nevada,2020,2124951.0
04000US33,New Hampshire,2020,1072255.0
04000US34,New Jersey,2020,6281660.0
04000US35,New Mexico,2020,1543862.0
04000US36,New York,2020,14041625.0
04000US37,North Carolina,2020,7824291.0
04000US38,North Dakota,2020,596531.0
04000US39,Ohio,2020,8906003.0
04000US40,Oklahoma,2020,2916951.0
04000US41,Oregon,2020,3148941.0
04000US42,Pennsylvania,2020,9913043.0
04000US72,Puerto Rico,2020,2588595.0
04000US44,Rhode Island,2020,801569.0
04000US45,South Carolina,2020,3941358.0
04000US46,South Dakota,2020,656858.0
04000US47,Tennessee,2020,5161734.0
04000US48,Texas,2020,19145252.0
04000US49,Utah,2020,2113708.0
04000US50,Vermont,2020,502192.0
04000US51,Virginia,2020,6372639.0
04000US53,Washington,2020,5449988.0
04000US54,West Virginia,2020,1453180.0
04000US55,Wisconsin,2020,4441569.0
04000US56,Wyoming,2020,452381.0
04000US01,Alabama,2021,3802509.0
04000US02,Alaska,2021,562645.0
04000US04,Arizona,2021,5217739.0
04000US05,Arkansas,2021,2266655.0
04000US06,California,2021,27090150.0
04000US08,Colorado,2021,4325187.0
04000US09,Connecticut,2021,2679095.0
04000US10,Delaware,2021,747884.0
04000US11,District of Columbia,2021,558078.0
04000US12,Florida,2021,15915196.0
04000US13,Georgia,2021,7713686.0
04000US15,Hawaii,2021,1076022.0
04000US16,Idaho,2021,1277020.0
04000US17,Illinois,2021,9252974.0
04000US18,Indiana,2021,5024873.0
04000US19,Iowa,2021,2371480.0
04000US20,Kansas,2021,2133233.0
04000US21,Kentucky,2021,3433572.0
04000US22,Louisiana,2021,3591487.0
04000US23,Maine,2021,1080563.0
04000US24,Maryland,2021,4459660.0
04000US25,Massachusetts,2021,5174757.0
04000US26,Michigan,2021,7565002.0
04000US27,Minnesota,2021,4198317.0
04000US28,Mississippi,2021,2285978.0
04000US29,Missouri,2021,4712829.0
04000US30,Montana,2021,844074.0
04000US31,Nebraska,2021,1406964.0
04000US32,Nevada,2021,2161516.0
04000US33,New Hampshire,2021,1079270.0
04000US34,New Jersey,2021,6317567.0
04000US35,New Mexico,2021,1557131.0
04000US36,New York,2021,14121381.0
04000US37,North Carolina,2021,7926147.0
04000US38,North Dakota,2021,604388.0
04000US39,Ohio,2021,8934559.0
04000US40,Oklahoma,2021,2939363.0
04000US41,Oregon,2021,3187364.0
04000US42,Pennsylvania,2021,9947458.0
04000US72,Puerto Rico,2021,2570541.0
04000US44,Rhode Island,2021,804979.0
04000US45,South Carolina,2021,3994259.0
04000US46,South Dakota,2021,662149.0
04000US47,Tennessee,2021,5209514.0
04000US48,Texas,2021,19470523.0
04000US49,Utah,2021,2147725.0
04000US50,Vermont,2021,503758.0
04000US51,Virginia,2021,6437532.0
04000US53,Washington,2021,5521485.0
04000US54,West Virginia,2021,1454178.0
04000US55,Wisconsin,2021,4463973.0
04000US56,Wyoming,2021,456251.0
